cluster,size,date,title,issue,seq,text
60130381435,8,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"Mr. Vallandigham was avowedly a candi- pi
e for United States Senator to succeed Mr. th
jrman, and, as the Columbus Statesman nt
s, proposed a thorough canvass of the State pi
Ohio in the present campaign to advance it
interests as well as promote the success of fo
party. in"
77309808211,8,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"Confedrit X Roads,
(wieh iz in the State of Kentucky.)
May 24, 1871.
A calm and comprehensive survey uv the
politikle field satisfied me, some months ago,
that without some shift in the position uv the
Dimocrisy, our hope uv success wuz exceedinly
thin. The resolooshens interdoost by Yallandyghatn
into the convenshun uv the Dimocrisy
uv Montgomery county, Ohio, wuz to be a
new life. Troo, they hev the slite disadvantage
uv adjoorin everything that is Dimocratic, and
uv puttin the Dimocratic party on purely Republikin"
17180189084,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"An uuusual tit-bit is now going the rounds G
r fashionable gossip, says the New York Star, j in
dating to a strange faucy of an up-towu belle p
>r a veritable "" Heathen Chinee."" ' A
The young lady iu question is an exceedingly sc
;ylish and handsome brunette, who has been li
jlendidly educated at the Georgetown Convent, ol
here she graduated abont a year ago. Since &amp;i
lat time she has beeu the sole mistress of her ss
ither's elegant and aristocratic mansion near si
Lurray Hill. d&lt;
The young lady is motherless, and an only ta
bild. She has been indulged in every whim ai
y her fond father, who is immensely proud of | pi
is daughter's beauty aud accomplishments. ; at
Lbout six months ago the father took into the j cr
ousehold as butler or steward a remarkably hi
lever aod intelligent Chinaman. Cat-like, ! pi
rearay eyed, yellow and slim,"" the new but- , th
!r performed his dnties admirably. It was i n&lt;

ot loDg, however, before the almond eyes of tl
ie Asiatic and the sparkliig orbs of his beau- in
fill mistress interchanged many glances of ""
d mi rat ion whenever the duties of the house se
old brought them together in consultation. K
Long and more frequent became their in- m
irviews. More and more interested were they w
i the household accounts and?with each other. o&lt;
he servants whispered among themselves y&lt;
bout the strange intimacy between their d?
listress and that "" Heathen Chinee, whose 0!
nils was so child-like and bland."" About ?
vo weeks ago the father came home unex* ol
ectedly, and entering the library suddenly, bi
as horror struck at the sight of his lovely hi
sughter in the arms of the loving *' Celestial."" tu
be way that he went for that ""Heathen Chinee"" pi
ould have gladdened the heart of Mr. Win. iu
Tye, oould he have witnessed the scene that hi
asued. di
In vain the daughter cried, and pleaded her w
>ve, avowing her determination to marry him. hj
t only added fuel to the flame ef wrath con- tt
iming her father's heart. John was forcibly
evinced of the necessity of an immediate dearture,
not only from the house, but from
iew York also. Bountifully supplied with cj
Melican man's money,"" he is sow fast near- hi
ig China, leaving bis lovely and loving bru- m
ette, surrounded by watchful eyes, to mourn n

le loss of her Mongolian lover, and await with m
?siguation the "" coining man."" b>
The ability of theSoutbern"
34360537288,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,2,"The procuring of these amendments (the
13tb, 14th, and 15th) was a fraud npon this
people and upon the people of the whole United
States. Having been thus obtained I held that
they ought to be repealed. There may be some
Democrats who are not for their repeal, but
the great body of our party is for it.""
11gnky"
42950047794,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"each fracshen haz
called a convenshen, and the Noo York
Triboon throws up the sponge and sez that
notbin under the hevin Wo prevent the success
uv the Democratic candidate for the Presidency,
no matter who he may be or wat platform be is
put onto. In view uv the dissoloosben uv the
Republikin party, and the fact that the niggers
ain't now got no perteckters, its really generous
that yoo ""
"" The Kepublikin party is gone to pieces!
hez it?"" gasped my twenty-two white friends
in korions.
"" It hez 1"" responded Bigler.
"" Then,"" said Deo kin Pogr&amp;ui, his eyes flashin
with unwonted fire, "" what we've dene and
and don't count! Take that, you black cuss ?""
And with a strength and activity wich I
hedn't lookt for in one so agid, the Deck in
fecht the darkey whose hand he bed bin graspin,
a most powerful blow atweea the eyes which
histed him clean off the plutform, the others
followered soot, and in their zeal sprang off the

platform after em, aad wax a executia war
dances uv the most frantic descripshen onto
their proatrate bodies. It wuz with difficulty
that Pollock and Bigler restrained em from
takin uv em out and hanging uv em.
Ez a matter uv course the reaalooshen wuz
reminded, and others adopted affirmin our ad'
bereoce to the constitoosbatf ez it yoost to bo,
the illegality uv the amendments, and the
natural soopremacy uv the white man over the
1 d?4 nigger, after wich we adjourned to Basoom's,
ex is our custom, and there organized
frfih raids onto our nateral enemies
The next morning 1 notised a pecoolyer look
' oa Bigler's face and likewise on Pollock's,
frinned at me ez I passed, with a broadnis
wich I oauldn't account for. Lubbock, the
1 postmaster, bust into a roar ez 1 walked
4nto bis offis, and I angrily demanded the rea­
son for has hilarity.
*' LhSl mistake ob Biglers,'* returned be,
laughHbg loader than before.
"" What mistake?"" 1 asked, turning pale, fo:
a suspishen was creepin over me.
44 Whv, he didn't get no paper at all, and?'
""And all that story about the split in the
Republikiu party North wuz one uv his infer
nalliee!""
44 Bat's about de oorreet state ob de"
77309808225,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"Confedrit X Roads,
(wieh iz in the State of Kentucky.)
May 24, 1871.
A calm and comprehensive survey uv the
politikle field satisfied me, some months ago,
that without some shift in the position uv the
Dimocrisy, our hope uv success wuz exceedinly
thin. The resolooshens interdoost by Yallandyghatn
into the convenshun uv the Dimocrisy
uv Montgomery county, Ohio, wuz to be a
new life. Troo, they hev the slite disadvantage
uv adjoorin everything that is Dimocratic, and
uv puttin the Dimocratic party on purely Republikin
ground, but wat uv that ? I kin stand
! even so sudden a change ez that! Wat 1 want
iz the soopreme happiness uv kickin that nigger
Lubbock out uv the postofiis at the Corners,
and uv puttin myself in his place, and Kernel
McPelter and Elder Pennibacker, who hev bio
languishiu outside the offices uv assessor and
collector are actooatid by the same high and
holy impulses. Ef to Jo this requires the
okkepyin"
77309808250,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"Pennibacker, who hev bio
languishiu outside the offices uv assessor and
collector are actooatid by the same high and
holy impulses. Ef to Jo this requires the
okkepyin uv Republikin ground, the war cry
uv us three iz ""okkepy."" Kentucky iz shoor
to go Dimocratic anyhow, and if we kin by so
simple a process ez nassin resolooshens iudoose
enuff dissatisfied Uepublikins in the close
Northern States to vote with us to elect a Dimocratic
President who will give us these boons,
we three are for passin these resolooshens no
matter what they are. This bein my uuderstandin
uv \ allandygum's movement, I actid
onto it to wunst.
1 fi-ot the leedin D mncriav uv fKo I V.rrw?ru

together one nite at Bascom's. That 1 mite
get em all at ooe time, I waited till the regler
evenin for the raid on the niggers and Northern
settlers up toards Garrettstown, knowin that
on their return they'd all stop at Bascom's for
a drink, and that ef they'd bin successful in
their hangin and burnin they'd be in good
humor and ready to adopt anything I shood
suggest. It vruz a very short but a very satisfactry
oonsultashen. There wuz some objiekshuns
on the part uv a few to wat tbey called
an abandonment uv Dimoeratic idees, but Bas
com settled their hash in very short metre.
He remarkt that it wuz necessary that the
offises be in the hands uv his friends for obvius
reasons. He wantid pay and he knowed uv
no uthor way to git it. He beleeved in the
fullest freedom uv thought and ackshen, and
that every one shood express hisself untrarameled,
but he coodent abide a idiot. If there
wuz any one in that assemblage so stoopid ez
to differ with him on that question, let him
make hisself known. No sick man shood ever
git a drop at his bar, never; sich a one wuz
not deservin uv even the commonest nesesaries
uv life. Several who had riz to their feet to

object dropt ez though they hed bio shot.
It wuz determined to bold a public meetin
the next nite at the church to make a public
endorsement uv Yallandygum's idees.
Ez the prinsipal objict uv the meetin wuz to
convins the Republikios uv the doubtful States
that the Diinocrisy uv the South really accepted
the situashun, and meat, in ded ernest, to recognise
the great priosiple uv equality, I arranged
to hev all the niggers u v the Corners present,
and saved for thcra the best seats in the house.
Joe Biglor and Pollock cum uv course, wich I
ooodont help.
I opened the exercises by making a short
speech ez I took the chair. I rejoist thet the
time hed finally arriv when the lion and the
lamb hed laid down together, and"
240519219812,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"No colony ever planted has grown
I ee fast, advanced eo far, or become ao rich as
I the Africans who came to these western shores
within the past century and a half. Bad, raerI
canary, interested and wicked as were the rnoI
tives of those who brought their progenitors to
I this land, the resell, coder Providence, has
! bees the enhancement of their welfare. While
1 we may pray never to see anything more of
j that kind of involuntary and uncooscious be
I neficenoe, we may equally hope that the good
j a- which hns grown out of the original evil may
I be permanent, and that the .*>,000,000 of the
I colored twee may prosper, improve and rsnlti|
ply in the full enjoyment of all the fruits of
I"
541167153311,7,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,4,"come ?""
'Yesterday morning,"" she replied.
44 What time is it now ?"" 1 inquired.
""Three o'clock,"" answered Auut Thankful.
* 1 have slept several hours, then,"" 1 said.
Was 1 asleep when you came?""
""I should rather think not; when I came
you were crazy, and I put you to bed. \rou (

THE 3STE
slept all the rest of the day and night until tb;s
bleosed minute, and if you hadn't been put to
bed you would hare bean put in the insane asylam,
now.""
I began to laugh. Aunt Thankful stared at
me and said :
""If you laugh any more 1 will put you in
the cellar, and feed you on bread and water for j
a week.""
This not being a pleasant prospect, I subsided.
"" You are a precious woman to clean house,""
continued she. "" 1 should have thought a child
would know better than to commence to clean j
right in the middle of the house. You should
| commence in the attic and go down. You don't
; know that after you have got through with the
; iliiujn filaiM tlio Aipt fpAm tKa afrfris* will maL'a it

j Vivv TT * DtWII a VUV Utl * It VUi IUV ?I?IV VI III IMWUV IV
dirtier than ever?""
"" I never thought of that,"" I answered
meekly.
| "" Aud then to begin when it's cold euough
to freeze. It's a wonder you didn't have the
long fever, or something worse,"" went on Aunt
Thankful.
"" 1 must get up aud clean the attic,"" I said.
"" No, you won't,"" said Aunt Thankful, ""for
I cleaned it myself.""
"" Well, there are the rest of the carpets to |
put down.""
"" They're all down.""
"" And the pictures t""
"" All hung.""
1 gave a great sigh of relief. What would i
have done if it had uot been lor Aunt Thankful
! She had accomplished in one day what it
would have taken me a week to perform, but
! then I never could bob around like Aunt
Thankful ; she seems to be made of wire. I
have learued since then to take Aunt Thank*
fill's advice, uever to commence cleaning until
the weather is warui, and never to commence
at the wrong end of the house.
It is such a mortification to think that my
new plan was a total failure.?Htarth and
> Home"
17181401907,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"Valianaigham had a long conference with i
he New York delegation, in which the subject i
if Chase's nomination was agitated at consid-! i
irable length. There was little or no opposi- ! 1
ion to it, and the only question in dispute I
eeuied to be as to the best uieuns of bringing i
lis name before theconvention. Several meet- j &lt;
ngs and conferences were held, at each ef &lt;
rhicb Vnllandigham was prominently present. 1
le had by this time thrown oif bis outward
hell of indifference or neutrality, was inwardly i
ejoieing over Pendleton's defeat, and was I
>punly advocating the nomination of Chase. j
Finally, the night before the nomination of I
Seymour, Mr. Vallandigham met a few friends j 1
>y special invitation, at the Manhattan Club &lt;
ooms, and it was then and there arranged that 1
it a certain stage of the next day's proceedings &lt;
Vallandigham was to put Seymour in nomina- , i
ion, and Seymour was to decline in favor of j '
Jhase, who was thereupon to be put through i
vith a hurra. This programme was spoiled by
1 little squabble for personal precedence among i
he Ohio delegates. Mr. George McCook in- , 1
listed upon thrusting himself forward to do all &lt;
he talking and make all the motions for the j i
Jhio delegation. It was he, we believe, who &lt;
irst suggested Seymour to the convention. ! i
rallandigharn made a very neat speech, appa- j '
eutly to urge acceptance, but really, as we :
lave reasoD to know, ""to give the old fellow j i
ime to get his wits about him and nominate I '
?hasc."" We know, also, that when Seymour, j
'swearing he would ne'er consent, consented,"" ]
here was not a more indignant person in the '
itv of New York than C. L. Vallandiirharn. i

3eforo he left Tammany llall that day lie did
lome of the tallest swearing known to modern
itatesmanship. lie said he ""never saw a
food thing so nearly done and then so badly
>otched.''
^ -ma"
34360537292,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,2,"of Geo. Lcslic, the Democratic
candidate for Governor of the model Democratic j
State of Kentucky. He says :
"" The procuring of these amendments (the
13tb, 14th, and 15th) was a fraud npon this
people and upon the people of the whole United
States. Having been thus obtained I held that
they ought to be repealed. There may be some
Democrats who are not for their repeal, but
the great body of our party is for it.""
11gnky"
51540123543,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,2,"Having been thus obtained I held that
they ought to be repealed. There may be some
Democrats who are not for their repeal, but
the great body of our party is for it.""
11gnky"
77309808244,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"theirselves to see that our
Afrikin fellow-citizens hev not only this but
all other rites heretofore enjoyed excloosively
by the Caucashen.""
I put the question ez to the adopshen uv the
reaolooshen, aud it wuz carried yoonanimusly.
It wood hev bin well hed I stopped here, but I
didn't. My prevalin weekuess is to slop over,
and I slopt on this okkasion fearfully. I called
upon the citizens uv the Corners to prove their
faith by their works. ""There are,"" 1 said, in
a spasm of delite, ""present at this meetin
twenty two uv our fellow-citizens uv Afrikin
descent. Let em step forrerd on this platform
P lmj?i> :i?i? u -

?ici i/ccaiu a g^raui, liiun i cuuiuftuher, i>iis
com, Issaker Guvitt, and eighteen other white
citizens step forrerd also. Let them clasp
each other by the hand while 1 wave over em
the flag uv our common kontry.""
It wuz done. The twenty-two uiggers stepped
forrerd, the whites designated advanced,
the two lines grasped each other by the hand,
and I wuz about to wave, when Joe Bigler rize.
Ho begged me to wait a minnit till he hed made
hia remark. The site afore him moved him almost
to tears. Ef he had ever harbored a suspishen
that there wuzu't anything generous in
the Kentucky breast he took it all back. The
acshun uv to-night wuz not only just but it wuz
generons.
""Generous!"" sed I, ""why generous?""
""Becoz,"" said he, ""the niggers wood be in a
devlish bad way ef yoo hedn't decided on given
them their rites uv yoor own akkord, for there
ain't no power now that kin compel yoo to do
it I jist got a Northern paper?alas! the Kepublikin
party is split into fragments?remarkably
small fragments. Grant assaulted Sumner
in the Capitol, Logan hez been stoned by
the Kepublikins uv Philadelfy on hiz way
home, the central committees uv Ohio, Injeany,
and Illinoy hev divided, and each fracshen haz
called a convenshen, and the Noo York
Triboon throws up the sponge and sez that
notbin under the hevin Wo prevent the success
uv the"
120259660498,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"My treatment on board the fishing junk was
very good, but I coubl not eat, as uiv pain is .
very grent. I could not tell how the fire origi- &lt;
uuted On our way here on that fishing junk
we saw many persons on the water, but the j
junk people would not receive them, as they
had no money. Before I left the burning
wreck 1 9aw blood ooze out from the sides of
the vessel from the hold where the coolies were
1"
120259660500,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"There was no fighting 1
ou board on the day of the fire. Nothing
unusual took place in the hold that day. We
could play at dominoes or dice in the hold. \
My treatment on board the fishing junk was
very good, but I coubl not eat, as uiv pain is .
very grent. I could not tell how the fire origi- &lt;
uuted On our way here on that fishing junk
we saw many persons on the water, but the j
junk people would not receive them, as they
had no money. Before I left the burning
wreck 1 9aw blood ooze out from the sides of
the vessel from the hold where the coolies were
1"
146029399943,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"ss. The Governor ha.s in his othce a number 10
Ku-Klux uniforms captured recently in in
attooga county The costume consists of) w
iiaunel trowpers, black blouse, trimmed '
b red and gathered at the waist, and a black th
v 1 covering the face and falling down to the ! e:
:ast, with a cape behind The holes cut for |
eye9 are bordered with white, and from the
uth protrudes a piece of red tlannel, repre- I
iting a long tongue. For a headpiece real i h'
us are sometimes worn, and often a common ^
; hat or some uncouth device of paper. cl"
163209832600,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"idea of the enormous and rapid
rrowth of the West may be gathered from the {
net that while in Leavenworth, Kansas, there ?,
raft not a house, net even a single human *'
?eing, seventeen years ago, there are now 25,- *
iOO inhabitants. Besides there are twenty- , '
isven schools, thirty churches, two jails and 1
totals, factories and foundries in abundance. ^
?In order"
163209832611,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"Myers, Esq. ; W. M. Per- ;fl
ins, Esq.; John II. Butler, Esq.
Missouri?R. W. Stokes, Esq. fl
Mississippi?Hon. James Lynch, Stent
f State-, Hon. E. Scarbrouch. 2;]
North Carolina?Hon. James II. IIarri?,
[on. George L. Mabson, J T. Schenck, E? .
South Carolina?Lieutenant Governor A J.
lansier, Hon. R. C. DeLurge, Hon. It. 11
ain, Hon. Joseph Rainey, Hon. R. B Elliot',
Ion. F. L. Cardoza, Secretary of State.
Tennessee?Abram Smith, Esq., Alfred Mc- A(
iinney, Esq., Nelson Walker, Esq., W. T.
iennody, Esq.
Texas?Hon. Richard Nelson, ilou. J T
District of Columbia?Hon. Frederick D iugiss,
Hon James A. Handy.
NEWS"
377957783176,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,2,"1 do not
now propose to review the dread drama that
closed in the overthrow of the Southern cause.
That is not a lost cause. It is the cause of
Constitutional liberty, and will yet triumph.""
General"
412317960403,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"at a depth of seventynine
feet from the surface, and from here we
coniine ice the exploring of the bottomless
pit.' After dropping a rope down, we found
that it was only six feet deep, though it looked
black enough for any thing.""
Further explorations disclosed a subterruneau
passage, perhaps originally constructed j
to carry off theoverflow from the Temple ; and
the intrepid investigator crawled on his hands
and feet 400 feet along the slimy drain through

tuc uiuu, uir passage tt?. limes necuiiiiiig
narrow that he could barely squeeze through,
and the air so foul as to threaten suffocation.
The difficulty"
489626552795,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,4,"HOUSE CLEANING.
Every year I endeavor to make some improvement
in my method of house-cleaning.
This spring I made up my mind to adhere no
longer to the poky old plan of grandmother?
which was to begin at the attic, and wind up
in the cellar?but determined to strike out in
another direction : and so, while the subject
was rife in my mind, I set about executing my
new projects at once, although it was but the
first of April, and the weather quite chilly and
raw. In the first place, I had every stove
1. moved out, then every carpet taken up, all the
pictures taken from the walls, the curtaius
taken down, everything piled out on the buck

if; porch, and the earjtetless halls tilled to overflowing
with chairs, statues, leather dusters,
[N vases, hair muttrasses, parian brackets, and
jjf pillows ; and while everything was in the wildji
est confusion, Frank cauie iu with distended
'p eyes.
(- ""What on earth is all this, IJattie ?"" he
|i exclaimed.
k' ""Why, Frank,"" I replied, pausing 111 uiy
If: efforts to reach a stray cobweb, ""we have
p commenced cleaning house,"" and 1 lowered iny
S; broom, and looked straight iu his face to see if
i, he fully realized the importance of these
i? words; but to my chagrin, he looked utterly
V indifferent, aud brushing off some stray cob
fei webs which bad floated down from the ceiling
If1 on to his coat sleeve, asked impatiently, "" Isn't
K dinner ready ?"" "" Dinner !""' I cried , "" I had
I*' no idea it was so late. I haven't even comf'
menced dinner yet.""
""Pretty state of affairs,"" grumbled Frank,
ft *' I brought Edward Graham home with me.""
"" Where is he?"" I asked faintly.
R"
541167153318,6,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,4,"sorry
the moment after he was cross, helped me off
the floor, and down stairs into the kitchen.
* Now don't cry any more,"" he said, wiping
my tear-bedewed cheek with his handkerchief,
""sit down, and I'll have a tire in two
minutes.""
""Where's Ted?"" he inquired, pausing for

breath between the vigorous puffs at the tire.
""I haven't seen hiui all the afternoon. I
sent him out to play and he hasn't been in the
house since,"" I replied.
Frank dropped the shavings and started out
in search of hi in.
1 waited arid waited, and shivered with the
cold, but no Frunk came. I sat in the stiff
backed chair arid closed my eyes. The last
I thing I remembered was a violent nod which
nearly dislocated my neck.
"" Hattie!""
1 awoke with a start. Frank was shaking
me.
"" You will take your death of cold ; you have
been fast asleep.""
""Where was Ted ? Did you find him in the
cistern?"" 1 asked, dreamily.
""No,"" laughed Frank, "" but just about as
bad; the poor fellow was in the coal cellar,
asleep like his mother.""
I rubbed my eyes and looked at the child;
he was covered with coal dust from his head to
his feet, and as black as any negro. Frank
prepared supper while I washed Ted's face aud
hands. .
"" llow can you finish your cleaning without
Norah?"" he inquired.
"" I am sure I don't see how 1 can,"" I replied,
as the mountains of work arose in my troubled
tnind. ""Norah must be sent away in the
morning.""
We all ate heartily of our BUpper, notwithstanding
the eggs were fried until they were so
Crist) aud brittle that they broke into bits if you
so much as looked at them, and the toast was
burnt, and the coffee not half boiled ; still, as I
was so hungry, it all tasted pretty good. After

we bad cleaned away the table and piled the
dishes away to be washed in the morning, we
retired, and being so fatigued I did not awaken
until a late hour in the morning.
Norah was dismissed. Frank went to his
office and 1 to tny cleaning. Frank had the
carpet shaken, and the parlor floor being dry,
I soon had it all tacked down ; then moved the
chairs ili, and began to dust the mantel ornaments,
but, O horror ! I let fall one of my
loveliest vases and shivered it into a thousand
fragments. A very bad beginniug of the day,
I thought, sorrowfully picking up the pieces.
44 Mamma,"" cried a shrill voice, "" I's all
jess up.""
44 W here are you, Ted I called.
44 Here,"" cried Ted.
44 And where is 4here;' you're in some mischief,
I'll be bound.""
1 heard Ted's chuckling laugh, and a great
scrambling up the attic stairs.
After 1 had throwu the shattered pieces ol
my vase away, I ran up stairs to see what ht
was doing. What a sight met my eyes ! Ted
was arrayed iu my violet silk, pinned up it
front, and trailing far behind on the floor, my
white lace shawl around his shoulders, and my
best bonnet on his head.
I stood transfixed for a moment, while Ted
went prancing round und round iu the dust and
dirt of the attic ; then 1 started after him. Ol
course be ran, screaming and laughing. 4,Tak&lt;
care,"" I cried, but too late ; be fell from th&lt;
top to the bottom of the stairs.
Kip, rip, weut my violet silk ; bump, bump
went Ted. I flew down after him with my hear
in my mouth, and picked up a little iusensibh
heap of lace, ribbous, silk and dirt. That fal
saved Ted from a good whipping. I carriet
him down stairs, and sprinkled him profusely
With uut^r natnnhnr itmi onn Jo onliwrni' nnti

be opened his eyes ; then 1 examined my ruinec
clothes. My dress was a mass of grease, cob
webs and dust , the front width was wretchedly
torn with the puis; my shawl and bonnet was
crushed and torn. 1 put them all away with ?
sigh of regret, and turned my attention once
more to the perpetrator of this terrible deed
Just then some one knocked at the back door
On opening it 1 found a stout German girl on
the step who talked so broken that I coulc
scarcely understand her, but managed to com
prehend enough to know that Frank hud en
gaged her for me. 1 set her to work iinmedi
ately to clean the china closet, and returned tc
uiy wounded Ted. Suddenly 1 heard a terrible
crash in the dining-room. ""Ileavensl"" I ex
claimed ; ""what can have happoued now ?"" and
rushing out I found the frightened girl clasping
and unclasping her hands in a heartrending
mariner. No wonder. She had upset the table
on which all my shining glass and chiuu wan
placed. Everything was literally smashed to
fiieces. My beautiful celery glasses! My gobets,
and tea-set! My fruit stands ! Was there
ever such a poor afflicted mortal as 1 'i Wordu
failed me to express my feelings at that momeut.
1 sat down perfectly stunned, to witnese
the harrowiug sight of all uiy superb dishes
swept away.
There came another knock at the door. This
time an Irish girl made her appearance. I
i wondered if Frank intended to send a regiment
! to destroy my house. However, J took her in,

and the nrst thing 1 told her to do was to answer
the door bell wliich bad rung twice. I
peeped through the door, which was partly
open, and saw two ladies, but could uot distinguish
who tbey were.
44 Mum, there are two wimmen as wants to
see yez,"" said Anu, giving the door u violent
push against my head.
4*Go tell them to excuse me,"" I said ; and
beiDg very dizzy from the blow, I failed to
notice that Ann, in her stupidity, had left the
sitting-rooiu door wide open, aud as the ladies
came out of the parlor they saw me plainly.
41 O mortification !"" I was all rags and dirt,
but had become somewhat reconciled to any
misfortunes by this time.
When Frank came up to supper, the hall
was very dark ; Ann was putting down the door
mat. Frank forgot all about the new servant,
and in the darkness mistook the horid Irish
girl for me, and kissed her. Ann screamed
and rau, and fell over a chair; Frank tore
j round and swore : and said he would rather
I be in Bedlam than where a woman was cleaning
house ; wondered why I couldn't have the hall
lighted. To all this I made no reply, but
smiled grimly. Being so overwhelmed with
; my own griefs, 1 did not care if Frank kissed
! every servant girl in the United States.
The next morning the German girl left.
Probably she was fearful she should encounter
my frown again. Ann remained, and we proceeded
to finish our havoc. The day was gloriously
begun by Ann, who succeeded charui"
8590139606,5,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"South Joggins, Nova Scotia, has its scieu Ij',
tic mystery, which the native pundits are
matching their heads over with slight hope of
ilution. It is uothiug less thau a fossil human
iot, which a gentieman of an observing turn
F miud recently dug out of a sandstone rock. *
?Professor"
34360775632,5,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"The meadow lands are new, yet b
ast season yielded three tons of hay to the ai
icre. Timothy and clover are the grasses from 1 c,
which the hay is made. The present year he ha9 w
ntroduoed to this farm the Alfalfa clover, six h.
,een acres being sown, with the design to occupy vi
much more space with this invaluable grass in"
34360775634,5,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,3,"Bidwell, H1
n theChico (Cal.) Enterprise of April 1, says lt
.hat this farm contains 18,000 acres, and is 8j
tubdivided into three separate apartments? j ,c
he agricultural, the horticultural aud porno- j ir
ogical, and the grazing. The present year's $\
:ulture embraces 1,000 acres of wheat, 850 , ct
teres of barley, 150 acres of Norway and Mar- a!
ihall oats, 200 acres of meadow, and the resi- b&lt;
lueof 15,200 acres in orchards, vineyards, and a1
jasturage. The"
42950047766,5,1871-06-29,NA,/lccn/sn84026753/1871-06-29/ed-1,1,"Confedrit X Roads,
(wieh iz in the State of Kentucky.)
May 24, 1871.
A calm and comprehensive survey uv the
politikle field satisfied me, some months ago,
that without some shift in the position uv the
Dimocrisy, our hope uv success wuz exceedinly
thin. The resolooshens interdoost by Yallandyghatn
into the convenshun uv the Dimocrisy
uv Montgomery county, Ohio, wuz to be a
new life. Troo, they hev the slite disadvantage
uv adjoorin everything that is Dimocratic, and
uv puttin the Dimocratic party on purely Republikin
ground, but wat uv that ? I kin stand
! even so sudden a change ez that! Wat 1 want
iz the soopreme happiness uv kickin that nigger
Lubbock out uv the postofiis at the Corners,
and uv puttin myself"
